objectid,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,style,grade,ext_walls,roof,flooring,bsmt_type,heating,fireplace,year_built,no_of_stories,total_rooms,bedrooms,half_bathrooms,full_bathrooms,basement_garage,sq_footage_finished_living,basement,finished_basement
12977,124655701,812,NA,NA,NA,RIVES,ST,NA,22902,R,NA,NA,12977,580358260,Condominium,1 Story,B +,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,0,2004,1,3,1,0,1,NA,829,0,0
12980,127736166,928,NA,NA,NA,RIVES,ST,NA,22902,R,NA,NA,12980,580358290,Condominium,1 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,0,2004,1,4,2,0,2,NA,1259,0,0
12981,128786189,909,NA,NA,NA,NASSAU,ST,NA,22902,R,NA,NA,12981,580358300,Condominium,1 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,1,2003,1,4,2,0,2,NA,1402,0,0
12982,130256348,912,NA,NA,NA,NASSAU,ST,NA,22902,R,NA,NA,12982,580358301,Condominium,1 Story,A,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,0,2004,1,6,2,3,0,NA,2110,0,0
12983,130326414,942,NA,NA,NA,RIVES,ST,NA,22902,R,NA,NA,12983,580358320,Condominium,1 Story,B +,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,0,2004,1,3,1,0,1,NA,941,0,0
12984,223812735,1463,NA,NA,NA,RUTLEDGE,AVE,NA,22903,R,NA,NA,12984,580358330,Condominium,1 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,0,2004,1,3,1,0,1,NA,829,0,0
12985,224312724,1200,NA,NA,NA,SHERWOOD,RD,NA,22903,R,NA,NA,12985,580358340,Condominium,1 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,0,2004,1,4,2,0,2,NA,1183,0,0
12986,161811863,1620,NA,NA,NA,CAMBRIDGE,CIR,NA,22903,R,NA,NA,12986,580358350,Condominium,1 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,0,2004,1,4,2,0,2,NA,1096,0,0
12987,162111881,1618,NA,NA,NA,BRUCE,AVE,NA,22903,R,NA,NA,12987,580358360,Condominium,1 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,0,2004,1,3,1,0,1,NA,854,0,0
12988,163911905,1605,NA,NA,NA,GREENLEAF,LN,NA,22903,R,NA,NA,12988,580358370,Condominium,2 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,0,2004,2,4,2,1,2,NA,2282,0,0
12989,164311928,1603,NA,NA,NA,BRUCE,AVE,NA,22903,R,NA,NA,12989,580358380,Condominium,1 Story,B,Brick Veneer,Built Up,None,N/A,Heat Pump,0,2004,1,4,2,0,2,NA,1397,0,0
12990,164411925,1610,NA,NA,NA,BRUCE,AVE,NA,22903,R,NA,NA,12990,580358390,Condominium,2 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,0,2004,2,4,2,0,2,NA,1453,0,0
12011,463215380,1953,B,APT,NA,THOMSON,RD,NA,22903,R,NA,NA,12011,55A088619,Single Family,2 Story,B,Hardy Board,Metal,Hardwood,No Basement,Forced Air,NA,2014,2,5,2,1,2,NA,1352,NA,NA
12927,688419950,1707,3,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53369,580329000,Single Family-1 Conversion,1 Story,C,Asbestos,Shingles,Hardwood,No Basement,Gas Wall Unit,0,1920,1,4,2,0,1,0,655,NA,NA
12928,688419950,1707,10,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53370,580330000,Single Family-1 Conversion,2 Story,C,Composition,Metal,Hardwood,No Basement,Heat Pump,0,1930,2,7,3,0,2,0,1465,NA,NA
12929,8020992,1821,11,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53371,580331000,Single Family,2 Story,B,Stucco,Shingles,Hardwood,No Basement,Floor Furnace,0,1920,2,6,2,0,2,0,1459,0,0
12930,337713991,4,4,#,NA,UNIVERSITY,CIR,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53372,580332000,Single Family,2 Story,B,Vinyl,Metal,Hardwood,No Basement,Heat Pump,0,1911,2,8,4,0,2,0,1910,0,0
12933,85831410,2007,1,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53373,580338000,Single Family-1 Conversion,2 Story,B,Stucco,Metal,Hardwood,No Basement,Heat Pump,0,1900,2,7,3,0,2,0,1666,NA,NA
12935,368814286,602,8,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53374,580339000,Single Family-2 Conversion,2 Story,C,Stucco,Shingles,Hardwood,No Basement,Heat Pump,0,1900,2,10,5,0,3,0,2163,NA,NA
12936,135587027,246,E,#,NA,OLD LYNCHBURG,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53375,580339000,Single Family-2 Conversion,1 Story,C,Wood,Shingles,Hardwood,No Basement,Forced Air,0,1900,1,3,1,0,1,0,576,NA,NA
12939,95192106,2204,1/2,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53376,580342000,Single Family-1 Conversion,2 Story,C,Wood,Shingles,Hardwood,No Basement,Forced Air,0,1920,2,6,3,0,2,0,1541,NA,NA
12942,349114098,1600,107,#,NA,GRADY,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53377,580345000,Single Family-1 Conversion,2 Story,C,Asbestos,Shingles,Hardwood,No Basement,Hot Water Radiator,0,1900,2,9,4,0,2,0,2227,0,0
12944,442915211,1538,6,#,NA,VIRGINIA,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53378,580347000,Single Family-1 Conversion,2 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1910,2,10,6,0,2,0,2399,0,0
12967,101302707,1200,G,#,NA,CARLTON,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:00.000Z,53379,580358160,Condominium,2 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,1,2003,2,7,3,1,3,NA,3150,0,0
12969,464715361,709,A,#,NA,NELSON,DR,NA,22902,R,PFAUTZ,2016-11-28T17:23:00.000Z,53380,580358180,Condominium,2 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,1,2003,2,4,0,0,2,NA,1474,0,0
12970,471615448,707,B,#,NA,NELSON,DR,NA,22902,R,PFAUTZ,2016-11-28T17:23:00.000Z,53381,580358190,Condominium,2 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,1,2003,2,4,2,0,2,NA,1344,0,0
12971,88689310,1304,X,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:00.000Z,53382,580358200,Condominium,1 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,1,2003,1,2,0,0,1,NA,741,0,0
12996,134596920,1000,410,#,NA,LINDEN,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:00.000Z,53385,580358600,Condominium,1 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,1,2003,1,4,2,0,2,NA,1184,0,0
12997,134596920,1000,411,#,NA,LINDEN,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:00.000Z,53386,580358700,Condominium,1 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,1,2003,1,4,2,0,2,NA,1113,0,0
12998,747319658,109,2,#,NA,CHELSEA,DR,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53387,580358800,Condominium,1 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,1,2003,1,4,2,0,2,NA,1243,0,0
12999,747319658,109,3,#,NA,CHELSEA,DR,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,53388,580358900,Condominium,1 Story,B,Brick Veneer,Built Up,Hardwood,N/A,Heat Pump,1,2003,1,2,0,0,1,NA,722,0,0
12144,81391098,310,1,#,NA,AVON,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:23.000Z,53193,560013000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12012,463215380,1953,A,APT,NA,THOMSON,RD,NA,22903,R,NA,NA,12012,55A08861A,Single Family,Contemporary,B,Wood,Metal,Hardwood,Partial Basement,Heat Pump,0,2012,2,10,3,1,3,0,2370,1064,548
12063,94472054,116,A,APT,NA,STRATFORD,CT,NA,22903,R,NA,NA,12063,55A094800,Duplex,2 Story,D +,Brick Veneer,Metal,W/W Carpet,No Basement,Forced Air,0,1980,2,10,6,2,2,0,2196,NA,NA
12182,94962117,1505,B,APT,NA,BROAD,AVE,NA,22903,R,NA,NA,12182,5600421A0,Single Family,1 Story,C,Vinyl,Shingles,None,No Basement,Forced Air,0,2003,1,4,2,0,1,0,864,0,0
12211,95959596,1009,B,APT,NA,CARLTON,AVE,NA,22902,R,NA,NA,12211,560066000,Single Family,1 Story,C,Stucco,Shingles,Hardwood,No Basement,Radiant,0,1920,1,4,2,0,1,0,897,0,0
12424,119085095,1405,A,APT,NA,HAMPTON,ST,NA,22902,R,NA,NA,12424,570070000,Single Family-1 Conversion,2 Story,C,Aluminum,Metal,Hardwood,Partial Basement,Gas Wall Unit,0,1925,2,6,3,0,2,0,1560,100,NA
12934,89131623,225,A,APT,NA,SHAMROCK,RD,NA,22903,R,NA,NA,12934,580338100,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,No Basement,Floor Furnace,0,1956,1,4,2,0,1,0,768,0,0
12272,59398186,1325,NA,NA,NA,WILLOW,DR,NA,22902,R,NA,NA,12272,560085I00,Single Family Attached,2 Story,C,Hardy Board,Shingles,Hardwood,No Basement,Heat Pump,0,2013,2,7,4,0,2,0,1258,NA,NA
12273,59408187,1320,NA,NA,NA,WILLOW,DR,NA,22902,R,NA,NA,12273,560085J00,Single Family Attached,2 Story,C,Hardy Board,Shingles,Hardwood,No Basement,Heat Pump,0,2013,2,6,3,1,1,0,1306,NA,NA
12276,549116216,737,NA,NA,NA,LOCUST,AVE,NA,22902,R,NA,NA,12276,560085M00,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12277,140493740,1314,NA,NA,NA,CARLTON,AVE,NA,22902,R,NA,NA,12277,560085N00,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12279,6683129,302,NA,NA,NA,PARK,ST,NA,22902,NA,NA,NA,12279,560085P00,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12280,147811693,1330,NA,NA,NA,HILLTOP,RD,NA,22903,R,NA,NA,12280,560085Q00,Single Family,2 Story,C,Hardy Board,Shingles,W/W Carpet,No Basement,Heat Pump,0,2013,2,6,4,0,2,0,1430,NA,NA
12281,91661815,626,NA,NA,NA,7 1/2,ST,SW,22903,R,NA,NA,12281,560085R00,Single Family,2 Story,C,Hardy Board,Shingles,Linoleum,No Basement,Heat Pump,0,2013,2,6,3,0,3,0,1280,NA,NA
12282,85941403,523,NA,NA,NA,7 1/2,ST,SW,22903,R,NA,NA,12282,560085S00,Single Family Attached,2 Story,C,Hardy Board,Shingles,W/W Carpet,No Basement,Heat Pump,0,2012,2,6,3,0,2,0,1282,NA,NA
12283,119114989,116,NA,NA,NA,GREENWICH,CT,NA,22902,R,NA,NA,12283,560085T00,Single Family Attached,2 Story,C,Hardy Board,Shingles,W/W Carpet,No Basement,Heat Pump,0,2012,2,7,3,0,2,0,1274,NA,NA
12284,120575097,109,NA,NA,NA,GREENWICH,CT,NA,22902,R,NA,NA,12284,560085U00,Single Family Attached,2 Story,C,Hardy Board,Shingles,Linoleum,No Basement,Heat Pump,0,2013,2,6,3,0,2,0,1306,NA,NA
12285,85489129,1314,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,12285,560085V00,Single Family Attached,2 Story,C,Hardy Board,Shingles,Other,No Basement,Heat Pump,0,2013,2,7,4,0,2,0,1274,NA,NA
12286,85959158,1316,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,12286,560085W00,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12287,87089216,1324,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,12287,560086000,Single Family,2 Story,B,Brick Veneer,Metal,Hardwood,Partial Basement,Forced Air,0,1920,2,8,4,0,1,0,2675,343,NA
12288,87269230,210,NA,NA,NA,16TH,ST,NE,22902,R,NA,NA,12288,560086A00,Single Family Attached,2 Story,C,Hardy Board,Shingles,Hardwood,No Basement,Heat Pump,NA,2012,2,6,4,0,2,0,1309,NA,NA
12289,87329232,1326,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,12289,560086B00,Single Family Attached,2 Story,C,Hardy Board,Shingles,Hardwood,No Basement,Heat Pump,0,2012,2,6,4,0,2,0,1306,NA,NA
12290,88369281,1334,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,12290,560086C00,Single Family Attached,2 Story,C,Hardy Board,Shingles,W/W Carpet,No Basement,Heat Pump,0,2013,2,6,3,1,2,0,1422,NA,NA
12291,88499301,1403,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,12291,560086D00,Single Family Attached,2 Story,C,Hardy Board,Architectural Shingles,W/W Carpet,No Basement,Heat Pump,0,2013,0,5,2,1,2,0,1570,NA,NA
12292,652668,214,NA,NA,E,HIGH,ST,NA,22902,NA,NA,NA,12292,560086E00,Single Family Attached,Contemporary,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,NA,Forced Air,NA,2018,2,5,2,1,2,NA,1130,NA,NA
12293,652668,220,NA,NA,E,HIGH,ST,NA,22902,NA,NA,NA,12293,560086F00,Single Family Attached,Contemporary,C +,Hardy Board,Architectural Shingles,Hardwood,NA,Forced Air,NA,2018,2,5,2,1,2,NA,1130,NA,NA
12294,87241524,2209,NA,NA,NA,FONTAINE,AVE,NA,22903,NA,NA,NA,12294,560086G00,Single Family Attached,2 Story,C,Hardy Board,Shingles,Hardwood,No Basement,Heat Pump,NA,2015,2,7,3,1,2,NA,1508,NA,NA
12295,577916911,802,NA,NA,NA,HARDY,DR,NA,22903,R,NA,NA,12295,560086H00,Single Family,2 Story,C,Hardy Board,Shingles,Hardwood,No Basement,Heat Pump,NA,2014,2,6,3,1,2,NA,1508,NA,NA
12296,138975512,911,NA,NA,NA,RAYMOND,RD,NA,22902,R,NA,NA,12296,560087000,Single Family,1 Story,E,Stucco,Metal,Hardwood,No Basement,Floor Furnace,0,1920,1,4,2,0,1,0,912,0,0
12297,330213904,124,NA,NA,NA,BIRDWOOD,CT,NA,22903,R,NA,NA,12297,560087100,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12298,1260317159,705,NA,NA,NA,PALATINE,AVE,NA,22902,R,NA,NA,12298,560088000,Single Family Attached,2 Sty Attached,B -,Hardy Board,Shingles,Hardwood,Full Basement,Heat Pump,0,2011,2,5,3,1,2,0,1312,720,680
12299,401714687,511,NA,NA,NA,13TH,ST,NW,22903,R,NA,NA,12299,560088200,Single Family Attached,2 Sty Attached,B -,Hardy Board,Shingles,Hardwood,Full Basement,Heat Pump,0,2011,2,5,3,1,2,0,1312,720,NA
12300,423114906,502,NA,NA,NA,13TH,ST,NW,22903,R,NA,NA,12300,560088300,Single Family,2 Story,B -,Hardy Board,Shingles,None,Full Basement,Heat Pump,0,2011,2,5,3,1,2,0,1452,798,NA
12301,28237459,1407,NA,NA,NA,RIVER,RD,NA,22901,R,NA,NA,12301,560089000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12302,65610606,1604,NA,NA,NA,JAMESTOWN,DR,NA,22901,R,NA,NA,12302,560089100,Single Family,1 Story,D +,Vinyl,Architectural Shingles,Hardwood,Partial Basement,Forced Air,0,1946,1,5,2,1,1,0,798,528,NA
12303,276013349,1121,NA,NA,NA,PARK,ST,NA,22901,R,NA,NA,12303,560090000,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,Full Basement,Heat Pump,0,2002,1,5,3,0,2,0,1093,1093,0
12304,144611644,1413,NA,NA,NA,DAIRY,RD,NA,22903,R,NA,NA,12304,560091000,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1957,1,4,2,0,1,0,800,640,0
12305,13933172,765,4A,UNIT,NA,WALKER,SQ,NA,22903,R,NA,NA,12305,560092000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12306,13933303,700,2B,UNIT,NA,WALKER,SQ,NA,22903,R,NA,NA,12306,560093000,Duplex,2 Story,C,Wood,Shingles,Tile,Full Basement,Heat Pump,0,2013,2,10,8,0,8,NA,2592,1296,NA
12310,238112880,103,NA,NA,NA,LOCUST LANE,CT,NA,22901,R,NA,NA,12310,560095000,Single Family Attached,2 Story,B,Vinyl,Shingles,Hardwood,Full Basement,Heat Pump,0,2005,2,5,3,1,2,0,1292,646,NA
12315,21710035,106,NA,NA,NA,WILSON,CT,NA,22901,R,NA,NA,12315,560099000,Single Family,1 Story,C -,Concrete Block,Shingles,W/W Carpet,No Basement,Gas Wall Unit,0,1945,1,4,2,0,1,0,674,NA,NA
12317,1402619590,1123,NA,NA,NA,ST CHARLES,CT,NA,22901,R,NA,NA,12317,560101000,Single Family-2 Conversion,1 Story,D,Aluminum,Architectural Shingles,Vinyl,No Basement,Forced Air,0,1920,1,7,3,0,1,0,2618,NA,NA
12318,210612545,1111,NA,NA,NA,WELLFORD,ST,NA,22903,R,NA,NA,12318,560101A00,Single Family,1 Story,C,Vinyl,Shingles,None,No Basement,Forced Air,0,1999,1,7,4,0,3,0,1692,NA,NA
12320,580616548,703,NA,NA,NA,ANDERSON,ST,NA,22903,R,NA,NA,12320,560103000,Single Family,1 Story,C +,Vinyl,Shingles,Hardwood,No Basement,Heat Pump,0,1920,1,5,3,0,1,0,852,NA,NA
12321,561916317,217,NA,NA,NA,9TH,ST,NW,22903,R,NA,NA,12321,560105000,Single Family,2 Story,C,Stucco,Shingles,Hardwood,No Basement,Radiant,0,1920,2,6,3,0,1,0,1400,0,0
12325,540620133,1309,D6,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,12325,560110000,Single Family,2 Story,B,Aluminum,Metal,Hardwood,No Basement,Hot Water Radiator,0,1890,2,6,2,0,1,0,1436,0,0
12327,85781417,110,NA,NA,NA,DAVID,TER,NA,22903,R,NA,NA,12327,560112000,Single Family,2 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1915,2,7,3,0,1,0,1760,0,0
12328,7716703,1004,NA,NA,NA,KING,ST,NA,22903,R,NA,NA,12328,560113000,Duplex,2 Story,C,Concrete Block,Shingles,None,No Basement,Forced Air,0,1956,2,8,4,0,2,0,1632,0,0
12329,95612160,107,NA,NA,NA,ROBERTSON,AVE,NA,22903,R,NA,NA,12329,560114000,Single Family,2 Story,B,Aluminum,Metal,Hardwood,Partial Basement,Forced Air,0,1920,2,8,3,0,2,0,1871,849,849
12330,13933199,735,4B,UNIT,NA,WALKER,SQ,NA,22903,R,NA,NA,12330,560114100,Single Family,2 Story,B,Wood,Metal,Hardwood,No Basement,Forced Air,4,1885,2,10,5,0,3,0,2690,NA,NA
12331,109633717,704,NA,NA,NA,CASTALIA,ST,NA,22902,R,NA,NA,12331,560114200,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12332,126811402,1431,NA,NA,NA,GROVE,RD,NA,22901,R,NA,NA,12332,560114300,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12333,132711477,1440,NA,NA,NA,GROVE,RD,NA,22901,R,NA,NA,12333,560114400,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12334,145411665,1605,NA,NA,NA,OAKLEAF,LN,NA,22903,R,NA,NA,12334,560114500,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12348,89011593,620,NA,NA,NA,HINTON,AVE,NA,22902,R,NA,NA,12348,560120000,Single Family,2 Story,C,Vinyl,Metal,Hardwood,No Basement,Gas Wall Unit,0,1920,2,6,3,0,1,0,1264,0,0
12349,109733772,106,NA,NA,NA,LANKFORD,AVE,NA,22902,R,NA,NA,12349,560121000,Single Family,2 Story,B,Stucco,Metal,Hardwood,Partial Basement,Forced Air,0,1920,2,5,3,0,1,0,1200,360,0
12351,115724771,125,NA,NA,NA,BAYLOR,LN,NA,22902,R,NA,NA,12351,560123000,Single Family,1 Story,C,Wood,Metal,Hardwood,Partial Basement,Forced Air,0,1900,1,5,2,0,1,0,977,412,136
12352,93852002,210,NA,NA,NA,TODD,AVE,NA,22903,R,NA,NA,12352,560123100,Single Family,2 Story,B -,Vinyl,Architectural Shingles,Hardwood,Full Basement,Forced Air,1,1997,2,9,4,1,2,0,1448,724,724
12353,94462120,403,NA,NA,NA,ROBERTSON,AVE,NA,22903,R,NA,NA,12353,560124000,Single Family,2 Story,B++,Hardy Board,Metal,Hardwood,Partial Basement,Forced Air,1,1920,2,8,3,0,3,0,2407,693,NA
12354,7206375,801,NA,NA,NA,NALLE,ST,NA,22903,R,NA,NA,12354,560555000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12355,82488991,1120,NA,NA,E,MARKET,ST,NA,22902,NA,NA,NA,12355,570001000,Single Family,2 Story,C,Wood,Metal,Hardwood,Partial Basement,Forced Air,0,1910,2,6,3,1,2,0,1852,160,NA
12357,112164186,702,NA,NA,NA,SONOMA,ST,NA,22902,R,NA,NA,12357,570003000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12358,135757051,239,NA,NA,NA,MONTE VISTA,AVE,NA,22903,R,NA,NA,12358,570004000,Single Family,1 Story,C,Wood,Shingles,Hardwood,Full Basement,Floor Furnace,0,1940,1,4,2,0,1,0,821,821,821
12359,113244364,1303,NA,NA,NA,HAMPTON,ST,NA,22902,R,NA,NA,12359,570005000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12140,711120810,108,A,#,NA,4TH,ST,NE,22902,NA,PFAUTZ,2016-11-28T17:22:54.000Z,53189,560004000,Office,1 Story,C +,Clapboard,Metal,Hardwood,NA,Heat Pump,NA,1920,1,NA,NA,NA,2,NA,864,NA,NA
12146,71633345,104,2,#,NA,4TH,ST,NE,22902,NA,PFAUTZ,2016-11-28T17:22:54.000Z,53195,560016000,Single Family,2 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1920,2,6,3,0,2,0,1730,749,NA
12147,71633345,104,3,#,NA,4TH,ST,NE,22902,NA,PFAUTZ,2016-11-28T17:22:54.000Z,53196,560019000,Office Building,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12401,7797758,313,105,#,NA,2ND,ST,SE,22902,C,PFAUTZ,2016-11-28T17:22:52.000Z,53242,570047000,Single Family-3 Conversion,2 Story,C,Asbestos,Metal,Tile,No Basement,Gas Wall Unit,0,1925,2,10,5,0,4,0,3160,NA,NA
12402,7797758,313,107,#,NA,2ND,ST,SE,22902,C,PFAUTZ,2016-11-28T17:22:52.000Z,53243,570048000,Single Family Attached,2 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Heat Pump,0,1989,2,6,3,1,1,0,1284,0,0
12403,7797758,313,114,#,NA,2ND,ST,SE,22902,C,PFAUTZ,2016-11-28T17:22:52.000Z,53244,570048100,Single Family Attached,2 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Heat Pump,0,1989,2,6,3,1,1,0,1284,0,0
12409,124245678,1015,1,#,NA,ALTAVISTA,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:22:53.000Z,53248,570053000,Single Family,2 Story,B,Wood,Shingles,Hardwood,No Basement,Heat Pump,2,1925,2,7,3,0,2,0,1856,0,0
12416,109343735,910,C,#,NA,1ST,ST,S,22902,R,PFAUTZ,2016-11-28T17:22:53.000Z,53250,570061000,Single Family,2 Story,D,Vinyl,Metal,Hardwood,No Basement,Forced Air,NA,1991,2,2,2,NA,1,NA,960,0,NA
12420,43510309,1919,1,#,NA,SWANSON,DR,NA,22901,R,PFAUTZ,2016-11-28T17:22:53.000Z,53252,570066000,Single Family,2 Story,C,Aluminum,Shingles,Hardwood,No Basement,Heat Pump,0,1925,2,6,3,0,3,0,2032,NA,NA
12422,112614443,207,B,#,NA,SUNSET,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:22:53.000Z,53254,570068000,Single Family,1 Story,C,Wood,Shingles,Hardwood,Partial Basement,Gas Wall Unit,0,1988,1,5,2,0,1,0,1000,500,NA
12425,121595339,1500,A,#,NA,6TH,ST,SE,22902,R,PFAUTZ,2016-11-28T17:22:53.000Z,53255,570071000,Single Family,1.5 Story,B -,Wood,Shingles,Hardwood,No Basement,Heat Pump,0,2007,1.5,7,3,0,2,0,2256,NA,NA
12438,74310727,2121,16,#,NA,ANGUS,RD,NA,22901,R,PFAUTZ,2016-11-28T17:22:53.000Z,53256,570084000,Single Family,2 Story,B -,Hardy Board,Architectural Shingles,Hardwood,No Basement,Heat Pump,NA,2016,2,7,3,1,2,NA,1868,NA,NA
12439,74310727,2121,25,#,NA,ANGUS,RD,NA,22901,R,PFAUTZ,2016-11-28T17:22:53.000Z,53257,570085000,Single Family,1.5 Story,B,Concrete Block,Architectural Shingles,Hardwood,No Basement,Forced Air,1,1948,1.66,6,3,0,2,0,1637,NA,NA
12065,7142458,583,501,APT,NA,BRANDON,AVE,NA,22903,R,NA,NA,12065,55A095000,Single Family,1 Story,C,Vinyl,Metal,Hardwood,Partial Basement,Forced Air,0,1931,1,5,2,0,1,0,1239,497,0
12233,556316255,500,6,APT,NA,MCINTIRE,RD,NA,22902,R,NA,NA,12233,560076A00,Single Family,1 Story,C,Vinyl,Shingles,W/W Carpet,Full Basement,Heat Pump,0,2003,1,6,3,0,3,0,1200,1200,600
12278,6930195,114,NA,NA,NA,3RD,ST,NE,22902,NA,NA,NA,12278,560085O00,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12314,337213964,1106,NA,NA,NA,ROSE HILL,DR,NA,22903,C,NA,NA,12314,560098000,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Hot Water Radiator,0,1920,1,6,3,0,1,0,800,800,800
12337,297213764,2021,A5,APT,NA,IVY,RD,NA,22903,R,NA,NA,12337,560116000,Single Family,2 Story,B,Asbestos,Metal,Tile,Partial Basement,Forced Air,0,1920,2,6,2,0,2,0,1405,680,680
