OBJECTID,BIN,ST_NUMBER,ST_UNIT,UNIT_TYPE,PREDIR,ST_NAME,SUFFIX,POSTDIR,ZIP,STSEGID,USE_TYPE,created_user,created_date,last_edited_user,last_edited_date,MasterAddressID
13716,109211209,1613,, , ,MEADOWBROOK HEIGHTS,RD, ,22901, ,R,,,,,13716
13717,111311228,1609,, , ,MEADOWBROOK HEIGHTS,RD, ,22901, ,R,,,,,13717
13718,7649632,306,, , ,6 1/2,ST,SW,22903, ,R,,,,,13718
13719,7649632,304,, , ,6 1/2,ST,SW,22903, ,R,,,,,13719
13720,1500519601,1109,, , ,MEADOW,ST, ,22903, ,R,,,,,13720
13721,241919587,1117,, , ,ST CHARLES,CT, ,22901, ,R,,,,,13721
13740,45710348,2200,, , ,SHELBY,DR, ,22901, ,R,,,,,13740
13741,45910342,104,, , ,LINDA,CT, ,22901, ,R,,,,,13741
13742,49610385,105,, , ,LINDA,CT, ,22901, ,R,,,,,13742
13743,50410399,2201,, , ,SHELBY,DR, ,22901, ,R,,,,,13743
13744,54110478,1637,, , ,BRANDYWINE,DR, ,22901, ,R,,,,,13744
13745,54510460,1616,, , ,RICKY,RD, ,22901, ,R,,,,,13745
13750,31127518,1101,A,APT, ,RIVER,CT, ,22901, ,R,,,,,13750
13753,102212785,613,, , ,MERIDIAN,ST, ,22902, ,R,,,,,13753
13754,102262831,815,, , ,AVON,ST, ,22902, ,R,,,,,13754
13755,102632841,806,, , ,AVON,ST, ,22902, ,R,,,,,13755
13756,93902011,206,, , ,TODD,AVE, ,22903, ,R,,,,,13756
13757,457415398,717,, , ,PARK,ST, ,22902, ,R,,,,,13757
13758,95892239,1621,, , ,CENTER,AVE, ,22903, ,R,,,,,13758
13759,95932251,1515,, , ,CHERRY,AVE, ,22903, ,R,,,,,13759
13760,96522240,311,, , ,SHAMROCK,RD, ,22903, ,R,,,,,13760
13761,96652243,2300,, , ,CENTER,AVE, ,22903, ,R,,,,,13761
13762,96662292,1625,, , ,CENTER,AVE, ,22903, ,R,,,,,13762
13774,548517482,100,, , ,ELLIEWOOD,AVE, ,22903, , ,,,,,13774
13775,118975034,308,, , ,CLEVELAND,AVE, ,22903, ,R,,,,,13775
13776,178612146,1627,, , ,OXFORD,RD, ,22903, ,R,,,,,13776
13777,111214263,213,, , ,HARTMANS MILL,RD, ,22902, ,R,,,,,13777
13778,548016180,1007,, , ,PAGE,ST, ,22903, ,R,,,,,13778
13780,1464817193,196,, , ,BROOKWOOD,DR, ,22902, ,R,,,,,13780
13781,441115226,1927,, , ,LEWIS MOUNTAIN,RD, ,22903, ,R,,,,,13781
13782,442815235,1923,, , ,LEWIS MOUNTAIN,RD, ,22903, ,R,,,,,13782
13783,452215270,1946,, , ,LEWIS MOUNTAIN,RD, ,22903, ,R,,,,,13783
13806,139098323,609,B,APT, ,ORANGE,ST, ,22902, ,R,,,,,13806
13880,53818054,804,A,APT, ,ST JAMES,CIR, ,22902, ,R,,,,,13880
13881,53818054,804,B,APT, ,ST JAMES,CIR, ,22902, ,R,,,,,13881
13952,7667634,406,, ,E,WATER,ST, ,22902, ,C,,,,,13952
13955,31127518,1101,B,APT, ,RIVER,CT, ,22901, ,R,,,,,13955
13974,629117020,261,, , ,RIDGE MCINTIRE,RD, ,22903, ,C,,,,,13974
13002,111964124,2305,B,#, ,CRESTMONT,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53389
13003,349114098,1600,207,#, ,GRADY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53390
13006,101302707,1200,B,#, ,CARLTON,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53391
13008,134596920,1000,301,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53393
13009,134596920,1000,305,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53394
13010,134596920,1000,306,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53395
13018,693417207,609,102,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:00.000Z,53398
13019,693417207,609,203,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:00.000Z,53399
13020,88689310,1304,E,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:00.000Z,53400
13021,88689310,1304,F,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:00.000Z,53401
13028,178917897,100,E,#, ,MELBOURNE PARK,CIR, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53405
13029,178917897,100,F,#, ,MELBOURNE PARK,CIR, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53406
13030,132766975,1002,106,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53407
13031,132766975,1002,107,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53408
13042,134596920,1000,104,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53409
13062,83221232,116,I,#, ,CARROLLTON,TER, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53410
13405,179212174,1619,A,APT, ,OXFORD,RD, ,22903, ,R,,,,,13405
13702,118785020,1318,B,APT, ,HAMPTON,ST, ,22902, ,R,,,,,13702
13729,107411172,1228,, , ,CEDARS,CT, ,22903, ,C,,,emerickr,2015-05-18T15:45:18.000Z,13729
13730,107411172,1230,106,STE, ,CEDARS,CT, ,22903, ,C,,,emerickr,2015-05-18T15:56:40.000Z,13730
13942,117834932,1406,A,APT, ,VINE,ST, ,22902, ,R,,,,,13942
13083,65210601,1611,B,APT, ,RICKY,RD, ,22901, ,R,,,,,13083
13118,86761471,2111,13,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,13118
13288,88451555,2100,2,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,13288
13307,90061656,2112,3,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,13307
13311,90061656,2112,4,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,13311
13339,469515456,1943,B,APT, ,THOMSON,RD, ,22903, ,R,,,,,13339
13362,6768259,103,D2,APT, ,VALLEY,RD, ,22903, ,R,,,,,13362
13370,6768183,1620,103,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,13370
13513,754320818,107,B,UNIT, ,5TH,ST,SE,22902, , ,,,,,13513
13514,754320818,107,C,UNIT, ,5TH,ST,SE,22902, , ,,,,,13514
13694,556316255,500,22,APT, ,MCINTIRE,RD, ,22902, ,R,,,,,13694
13482,58510521,1608,, , ,JAMESTOWN,DR, ,22901, ,R,,,,,13482
13483,326413862,114,, , ,WESTWOOD,CIR, ,22903, ,R,,,,,13483
13484,334013923,141,, , ,BIRDWOOD,CT, ,22903, ,R,,,,,13484
13485,62110557,2216,, , ,BANBURY,ST, ,22901, ,R,,,,,13485
13486,406214709,608,, , ,11TH,ST,NW,22903, ,R,,,,,13486
13487,434215076,502,, , ,12TH,ST,NW,22903, ,R,,,,,13487
13488,417314866,716,, , ,MCINTIRE,RD, ,22902, ,R,,,,,13488
13489,72788697,1101,, ,E,JEFFERSON,ST, ,22902, , ,,,,,13489
13490,288413491,1122,, , ,PARK,ST, ,22901, ,R,,,,,13490
13492,145111689,2005,, , ,HESSIAN,RD, ,22903, ,R,,,,,13492
13493,20510021,2212,, , ,BRANDYWINE,DR, ,22901, ,R,,,,,13493
13494,23310067,1669,, , ,BRANDYWINE,DR, ,22901, ,R,,,,,13494
13495,98011049,1717,, , ,GALLOWAY,DR, ,22901, ,R,,,,,13495
13496,69918581,911,, ,E,JEFFERSON,ST, ,22902, , ,,,,,13496
13498,87811501,714,, , ,LEVY,AVE, ,22902, ,R,,,,,13498
13499,88481554,610,, , ,HINTON,AVE, ,22902, ,R,,,,,13499
13500,106563346,812,, , ,BOLLING,AVE, ,22902, ,R,,,,,13500
13526,572316447,512,, ,,1ST,ST,N ,22902, ,R,,,,,13526
13527,629516988,317,, ,E,HIGH,ST, ,22902, ,I,,,,,13527
13528,653617080,202,, , ,2ND,ST,NW,22902, , ,,,,,13528
13529,195612371,813,, , ,FENDALL,TER, ,22903, ,R,,,,,13529
13530,198612401,811,, , ,FENDALL,TER, ,22903, ,R,,,,,13530
13533,1271718781,815,, , ,ROCKLAND,AVE, ,22902, ,R,,,,,13533
13534,1502718782,507,, , ,HANOVER,ST, ,22903, ,R,,,,,13534
13535,121715308,1412,, , ,EARLY,ST, ,22902, ,R,,,,,13535
13536,122025361,1416,, , ,EARLY,ST, ,22902, ,R,,,,,13536
13537,101642717,121,, , ,BURNET,ST, ,22902, ,R,,,,,13537
13566,414214804,508,, , ,13TH,ST,NW,22903, ,R,,,,,13566
13567,424314949,507,, , ,12TH,ST,NW,22903, ,R,,,,,13567
13568,425714956,506,, , ,12TH,ST,NW,22903, ,R,,,,,13568
13569,82458992,119,, , ,CHISHOLM,PL, ,22902, ,R,,,,,13569
13570,82719000,114,, , ,CHISHOLM,PL, ,22902, ,R,,,,,13570
13571,82819005,117,, , ,CHISHOLM,PL, ,22902, ,R,,,,,13571
13572,385414469,728,, , ,MCINTIRE,RD, ,22902, ,R,,,,,13572
13573,391414549,726,, , ,MCINTIRE,RD, ,22902, ,R,,,,,13573
13574,404914724,720,, , ,MCINTIRE,RD, ,22902, ,R,,,,,13574
13575,411114805,718,, , ,MCINTIRE,RD, ,22902, ,R,,,,,13575
13576,90010960,1285,, , ,KENWOOD,LN, ,22901, ,R,,,,,13576
13577,91110951,1280,, , ,KENWOOD,LN, ,22901, ,R,,,,,13577
13578,91510991,1405,, , ,LEHIGH,CIR, ,22901, ,R,,,,,13578
13579,6771150,224,, , ,COURT,SQ, ,22902, , ,,,,,13579
13580,65328414,1009,, ,E,HIGH,ST, ,22902, , ,,,,,13580
13582,283113437,1126,, , ,PARK,ST, ,22901, ,R,,,,,13582
13583,128126100,133,, , ,LODGE CREEK,CIR, ,22903, ,R,,,,,13583
13584,205512493,919,, , ,OLD FARM,RD, ,22903, ,R,,,,,13584
13585,208512541,913,, , ,OLD FARM,RD, ,22903, ,R,,,,,13585
13589,144711654,1410,, , ,DAIRY,RD, ,22903, ,R,,,,,13589
13591,1569947,1940,, , ,MICHAEL,PL, ,22901, ,R,,,,,13591
13592,1619953,100,, , ,WILSON,CT, ,22901, ,R,,,,,13592
13593,19110003,105,, , ,WILSON,CT, ,22901, ,R,,,,,13593
13594,20110015,104,, , ,WILSON,CT, ,22901, ,R,,,,,13594
13595,22310051,2208,, , ,BRANDYWINE,DR, ,22901, ,R,,,,,13595
13596,23010060,1661,, , ,BRANDYWINE,DR, ,22901, ,R,,,,,13596
13598,68608526,809,, ,E,JEFFERSON,ST, ,22902, , ,,,,,13598
13599,95811018,1289,, , ,KENWOOD,LN, ,22901, ,R,,,,,13599
13600,96011025,1407,, , ,HOLLY,RD, ,22901, ,R,,,,,13600
13601,101211083,1711,, , ,GALLOWAY,DR, ,22901, ,R,,,,,13601
13602,101311081,1290,, , ,KENWOOD,LN, ,22901, ,R,,,,,13602
13603,102011102,1301,, , ,LESTER,DR, ,22901, ,R,,,,,13603
13604,106011138,1294,, , ,KENWOOD,LN, ,22901, ,R,,,,,13604
13074,332913626,818,I,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53419
13075,81471341,415,D,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53420
13076,81471341,415,E,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53421
13077,81471341,415,F,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53422
13082,83221232,116,G,#, ,CARROLLTON,TER, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53423
13086,7473506,111,1,#, ,CHELSEA,DR, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53425
13089,347314084,64,5,#, ,UNIVERSITY,WAY, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53428
13094,8061972,210,3,#, ,MAURY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53429
13096,819017184,115,2,#, ,APPLE TREE,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53430
13097,7909906,212,2,#, ,MAURY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53431
13098,7909906,212,3,#, ,MAURY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53432
13099,8061972,210,1,#, ,MAURY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53433
13100,7909906,212,5,#, ,MAURY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53434
13107,7837799,1005,1/2,#, ,CHERRY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53437
13119,7450516,300,6,#, ,MONTEBELLO,CIR, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53438
13120,8020992,1821,15,#, ,JEFFERSON PARK,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53439
13121,81381047,109,C,#, ,KENT,TER, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53440
13148,497015676,330,2,#, ,15TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53441
13150,497015676,330,4,#, ,15TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53442
13209,7909906,212,14,#, ,MAURY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53443
13211,41897766,1215,B,#, ,ST GEORGE,AVE, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53445
13212,605416765,134,1,#, ,10TH,ST,NW,22903, , ,,,PFAUTZ,2016-11-28T17:23:01.000Z,53446
13231,357814104,1031,C,#, ,PRESTON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53447
13232,357814104,1033,A,#, ,PRESTON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53448
13246,178912428,101,C,#, ,MELBOURNE PARK,CIR, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53449
13258,222312775,1227,C2,#, ,PARK,ST, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53450
13259,222312857,1225,B4,#, ,PARK,ST, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53451
13278,343514085,621,F,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53453
13285,100002568,2307,B,#, ,JEFFERSON PARK,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53454
13286,555816246,207,14,#, ,14TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53455
13287,555816246,207,21,#, ,14TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53456
13289,6661119,120,1,#, ,OAKHURST,CIR, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53457
13303,628616948,421,4,#, ,PARK,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:01.000Z,53458
13304,102302809,1204,1,#, ,CARLTON,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53459
13309,129826332,205,A,#, ,HARRIS,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53463
13312,1327319788,1013,J,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53464
13039,506015807,800,, , ,PRESTON,AVE, ,22903, ,C,,,,,13039
13131,71210706,1805,, , ,EMMET,ST,N ,22901, ,C,,,,,13131
13132,78610796,1705,, , ,EMMET,ST,N ,22901, ,C,,,,,13132
13141,120111353,1254,, , ,EMMET,ST,N ,22903, ,C,,,,,13141
13168,57665,103,, , ,14TH,ST,NW,22903, ,C,,,,,13168
13269,61498252,1517,, ,E,HIGH,ST, ,22902, ,C,,,,,13269
13276,78110835,1719,, , ,HYDRAULIC,RD, ,22901, ,C,,,,,13276
13310,6549114,110,23,APT, ,STADIUM,RD, ,22903, ,R,,,,,13310
13369,27017476,1117,A,APT, ,RIVER,CT, ,22901, ,R,,,,,13369
13444,51410456,901,, , ,SEMINOLE,TRL, ,22901, ,C,,,,,13444
13460,64448384,606,, , ,GILLESPIE,AVE, ,22902, ,C,,,,,13460
13469,46687914,1127,, , ,RIVER,RD, ,22901, ,C,,,,,13469
13491,322813986,1150,, , ,ROSE HILL,DR, ,22903, ,C,,,,,13491
13525,84179173,1221,, ,E,MARKET,ST, ,22902, ,C,,,,,13525
13531,138457375,1187,, , ,5TH,ST,SW,22903, ,C,,,,,13531
13581,652817211,410,, ,E,HIGH,ST, ,22902, ,C,,,,,13581
13586,284913460,1140,, , ,ROSE HILL,DR, ,22903, ,C,,,,,13586
13587,300513656,1138,, , ,ROSE HILL,DR, ,22903, ,C,,,,,13587
13588,30777579,1360,, , ,RIVER,RD, ,22901, ,C,,,,,13588
13597,68558524,700,, ,E,JEFFERSON,ST, ,22902, ,C,,,,,13597
13739,7448471,312,, ,E,WATER,ST, ,22902, ,C,,,,,13739
13773,522917479,1619,, , ,UNIVERSITY,AVE, ,22903, ,C,,,,,13773
13956,132611569,1125,, , ,EMMET,ST,N,22903, ,C,,,,,13956
13210,179812130,1932,100,#, ,ARLINGTON,BLVD, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:32.000Z,53444
13430,70910707,2114,101,#, ,ANGUS,RD, ,22901, ,C,,,PFAUTZ,2016-11-28T17:23:32.000Z,53499
13431,70910707,2114,104,#, ,ANGUS,RD, ,22901, ,C,,,PFAUTZ,2016-11-28T17:23:32.000Z,53500
13644,81381047,109,D,#, ,KENT,TER, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:31.000Z,53572
13651,371114422,510,B,#, ,16TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:31.000Z,53573
13653,367214298,1117,6,#, ,FOREST,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:31.000Z,53574
13910,752420100,534,E,#,E,MAIN,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:29.000Z,53678
13911,742620843,108,301A,#, ,5TH,ST,SE,22902, , ,,,PFAUTZ,2016-11-28T17:23:33.000Z,53679
13912,742620843,108,302,#, ,5TH,ST,SE,22902, , ,,,PFAUTZ,2016-11-28T17:23:33.000Z,53680
13928,70910707,2114,201,#, ,ANGUS,RD, ,22901, ,C,,,PFAUTZ,2016-11-28T17:23:32.000Z,53691
13929,70910707,2114,211,#, ,ANGUS,RD, ,22901, ,C,,,PFAUTZ,2016-11-28T17:23:32.000Z,53692
13940,592717233,104,3,#, ,14TH,ST,NW,22903, ,C,,,PFAUTZ,2016-11-28T17:23:29.000Z,53696
13949,368814286,602,2,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:30.000Z,53697
13951,303413649,2120,C,#, ,IVY,RD, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:29.000Z,53698
13982,182712163,1924,211,#, ,ARLINGTON,BLVD, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:32.000Z,53699
13986,65510608,2204,2,#, ,NORTH BERKSHIRE,RD, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:30.000Z,53700
13987,36610238,1920,5,#, ,SWANSON,DR, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:30.000Z,53701
13989,79110799,1706,1,#, ,EMMET,ST,N,22901, ,C,,,PFAUTZ,2016-11-28T17:23:33.000Z,53702
13990,132766975,1002,208,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:30.000Z,53703
13779,1327319788,1013,H,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53606
13130,366914299,200,, , ,ALDERMAN,RD, ,22903, ,R,,,,,13130
13133,375314395,126,, , ,BOLLINGWOOD,RD, ,22903, ,R,,,,,13133
13134,375914425,206,, , ,ALDERMAN,RD, ,22903, ,R,,,,,13134
13135,376914414,119,, , ,CAMERON,LN, ,22903, ,R,,,,,13135
13136,117504873,967,, , ,ROCK CREEK,RD, ,22903, ,R,,,,,13136
13137,119965103,960,, , ,ROCK CREEK,RD, ,22903, ,R,,,,,13137
13138,120285160,946,, , ,ROCK CREEK,RD, ,22903, ,R,,,,,13138
13142,540216120,615,, , ,PARK,LN,E,22902, ,R,,,,,13142
13143,541116126,617,, , ,PARK,LN,E ,22902, ,R,,,,,13143
13144,25610070,2217,, , ,GREENBRIER,DR, ,22901, ,R,,,,,13144
13145,25710093,2404,, , ,KERRY,LN, ,22901, ,R,,,,,13145
13155,27310101,2220,, , ,GREENBRIER,DR, ,22901, ,R,,,,,13155
13156,27510105,107,, , ,GREENBRIER,TER, ,22901, ,R,,,,,13156
13157,27710107,2302,, , ,TARLETON,DR, ,22901, ,R,,,,,13157
13158,29310127,2403,, , ,KERRY,LN, ,22901, ,R,,,,,13158
13159,31510152,2216,, , ,GREENBRIER,DR, ,22901, ,R,,,,,13159
13160,31610171,1917,, , ,GREENBRIER,DR, ,22901, ,R,,,,,13160
13161,601916745,526,, , ,8TH,ST,NE,22902, ,R,,,,,13161
13162,604016763,403,, , ,HEDGE,ST, ,22902, ,R,,,,,13162
13163,604116764,509,, , ,PARK,ST, ,22902, ,R,,,,,13163
13164,464115445,150,, , ,CHANCELLOR,ST, ,22903, ,R,,,,,13164
13165,467115397,133,, , ,CHANCELLOR,ST, ,22903, ,R,,,,,13165
13169,96202165,707,, , ,PROSPECT,AVE, ,22903, ,R,,,,,13169
13170,96462234,704,, , ,ORANGEDALE,AVE, ,22903, ,R,,,,,13170
13171,98232398,717,, , ,PROSPECT,AVE, ,22903, ,R,,,,,13171
13172,98692400,714,, , ,ORANGEDALE,AVE, ,22903, ,R,,,,,13172
13173,100262572,727,, , ,PROSPECT,AVE, ,22903, ,R,,,,,13173
13174,100292562,722,, , ,ORANGEDALE,AVE, ,22903, ,R,,,,,13174
13175,280413373,1605,, , ,CABELL,AVE, ,22903, ,R,,,,,13175
13176,233712836,1107,, , ,SHERWOOD,RD, ,22903, ,R,,,,,13176
13177,236112905,1439,, , ,RUGBY,AVE, ,22903, ,R,,,,,13177
13178,245813022,1446,, , ,RUGBY,AVE, ,22903, ,R,,,,,13178
13179,246113028,1442,, , ,RUGBY,AVE, ,22903, ,R,,,,,13179
13180,253613098,1420,, , ,RUGBY,AVE, ,22903, ,R,,,,,13180
13181,254613105,1418,, , ,RUGBY,AVE, ,22903, ,R,,,,,13181
13183,473315470,1916,, , ,LEWIS MOUNTAIN,RD, ,22903, ,R,,,,,13183
13184,144511653,2022,, , ,HESSIAN,RD, ,22903, ,R,,,,,13184
13185,479315539,1910,, , ,LEWIS MOUNTAIN,RD, ,22903, ,R,,,,,13185
13186,98162364,2306,, , ,HIGHLAND,AVE, ,22903, ,R,,,,,13186
13187,127616036,106,, , ,PARK,LN,W,22903, ,R,,,,,13187
13190,619216874,604,, , ,LOCUST,AVE, ,22902, ,R,,,,,13190
13191,61978285,709,, , ,GILLESPIE,AVE, ,22902, ,R,,,,,13191
13192,62568303,704,, , ,GILLESPIE,AVE, ,22902, ,R,,,,,13192
13193,62628314,601,, , ,GROVE,AVE, ,22902, ,R,,,,,13193
13194,121545355,106,, , ,HARTMANS MILL,RD, ,22902, ,R,,,,,13194
13195,85439166,1407,, , ,SHORT 18TH,ST, ,22902, ,R,,,,,13195
13196,63598339,1306,, , ,POPLAR,ST, ,22902, ,R,,,,,13196
13197,64138367,608,, , ,GILLESPIE,AVE, ,22902, ,R,,,,,13197
13198,64658388,550,, , ,MEADE,AVE, ,22902, ,R,,,,,13198
13199,1464219518,168,, , ,BROOKWOOD,DR, ,22902, ,R,,,,,13199
13200,252413080,900,, , ,LOCUST,LN, ,22901, ,R,,,,,13200
13201,333113929,1112,, , ,MEADOW,ST, ,22903, ,R,,,,,13201
13202,472115553,711,, , ,LYONS COURT,LN, ,22902, ,R,,,,,13202
13203,473515499,707,, , ,LYONS COURT,LN, ,22902, ,R,,,,,13203
13204,71178622,1104,, , ,LITTLE HIGH,ST, ,22902, ,R,,,,,13204
13205,71298629,1106,, , ,LITTLE HIGH,ST, ,22902, ,R,,,,,13205
13213,72648680,1129,, , ,LITTLE HIGH,ST, ,22902, ,R,,,,,13213
13214,72808687,1120,, , ,LITTLE HIGH,ST, ,22902, ,R,,,,,13214
13321,693417207,609,209,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:01.000Z,53469
13326,337713991,4,1,#, ,UNIVERSITY,CIR, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53470
13334,8020992,1821,12,#, ,JEFFERSON PARK,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53471
13335,324713870,14,3,#, ,UNIVERSITY,CIR, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53472
13337,357814231,710,C,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53474
13340,505115767,1920,A,#, ,THOMSON,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53475
13345,533816080,630,V,#, ,PARK,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53476
13352,90721981,709,A,#, ,6TH,ST,SE,22902, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53478
13354,747319658,109,4,#, ,CHELSEA,DR, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53479
13356,226412784,908,3,#, ,COTTAGE,LN, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53480
13357,101302707,1200,D,#, ,CARLTON,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53481
13358,134596920,1000,307,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53482
13015,1419717973,1000,A,STE,E,MARKET,ST, ,22902, ,R,,,,,13015
13045,127906084,1112,B,APT, ,ALTAVISTA,AVE, ,22902, ,R,,,,,13045
13046,1450217187,1012,A,UNIT, ,DRUID,AVE, ,22902, ,R,,,,,13046
13059,84301318,500,A,APT, ,RIDGE,ST, ,22902, ,R,,,,,13059
13085,95563283,772,A,APT, ,PROSPECT,AVE, ,22903, ,R,,,,,13085
13139,1011523006,822,, , ,ROCK CREEK,RD, ,22903, ,R,,,,,13139
13341,95562529,768,E,APT, ,PROSPECT,AVE, ,22903, ,R,,,,,13341
13634,81251044,416,A,APT, ,4TH,ST,SW,22902, ,R,,,,,13634
13360,66388442,1100,2A,#,E,HIGH,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:01.000Z,53484
13361,84889124,1142,201,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:01.000Z,53485
13079,13933265,710,4A,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,13079
13080,13933265,710,4B,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,13080
13401,545116324,1215,C13,UNIT, ,WERTLAND,ST, ,22903, ,R,,,,,13401
