Lat,Lon,Address,Fire_final,Risk
38.04734263,-78.48482646,1515 OXFORD RD,0,1
38.03155637,-78.47402053,411 LEXINGTON AVE,0,1
38.03167667,-78.47394661,415 LEXINGTON AVE,0,1
38.02562254,-78.47788961,702 HINTON AVE,0,1
38.02555139,-78.47469245,221 DOUGLAS AVE,0,2
38.02498633,-78.47791106,711 BELMONT AVE,0,2
38.02122323,-78.47095058,317 CARLTON RD,0,1
38.02129851,-78.47197754,1121 LEONARD ST,0,1
38.02110182,-78.46844019,1305 MIDLAND ST,0,1
38.02111337,-78.47199047,1123 LEONARD ST,0,1
38.02109826,-78.47052422,316 CARLTON RD,0,1
38.0244377,-78.48101725,800 6TH ST,0,1
38.02182512,-78.49039723,233 HARTMANS MILL RD,0,1
38.02204456,-78.49110231,242 HARTMANS MILL RD,0,1
38.02165344,-78.48784983,112 LANKFORD AVE,0,1
38.02548957,-78.47758525,710 HINTON AVE,0,1
38.02481193,-78.45472773,318 RIVERSIDE AVE,0,1
38.03033644,-78.47575935,210 8TH ST,0,1
38.02139794,-78.47311237,1026 TUFTON AVE,0,1
38.02114976,-78.47160784,1124 LEONARD ST,0,1
38.02104487,-78.47106937,319 CARLTON RD,0,2
38.02652338,-78.46227296,1402 SHORT 18TH ST,0,2
38.02430228,-78.4716115,1101 MYRTLE ST,0,2
38.021445,-78.48987622,227 HARTMANS MILL RD,0,2
38.02181027,-78.49083978,238 HARTMANS MILL RD,0,2
38.02124548,-78.49010728,228 HARTMANS MILL RD,0,2
38.04005734,-78.49645002,519 14TH ST,0,2
38.05084807,-78.48393135,1609 DEL MAR DR,0,2
38.05070843,-78.48377561,1607 DEL MAR DR,0,2
38.01937571,-78.46916677,707 RIVES ST,1,2
38.01876316,-78.48423111,1417 EARLY ST,0,2
38.03981796,-78.49288023,612 11TH ST,0,2
38.03853468,-78.49391502,405 11TH ST,0,2
38.03441154,-78.49001727,311 8TH ST,0,2
38.0204557,-78.50154945,715 SHAMROCK RD,0,2
38.03396611,-78.49018048,211 8TH ST,0,2
38.04388372,-78.48772459,1607 HARDWOOD AVE,0,2
38.04334905,-78.48684818,1208 GREENWAY RD,0,2
38.04315637,-78.48688477,1206 GREENWAY RD,0,2
38.06848191,-78.47379276,2332 GLENN CT,0,1
38.06639366,-78.46773178,2321 TARLETON DR,0,3
38.04662344,-78.49287076,1102 RUGBY RD,0,1
38.04515601,-78.50335663,1870 WAYSIDE PL,0,1
38.04589142,-78.48226826,1428 RUTLEDGE AVE,0,2
38.04585003,-78.48204577,1424 RUTLEDGE AVE,0,2
38.04486306,-78.49788289,1816 WINSTON RD,0,2
38.01881055,-78.47790367,911 ALTAVISTA AVE,0,1
38.03039397,-78.49207039,770 WALKER SQ,0,1
38.03056119,-78.49031112,715 WALKER SQ,0,1
38.03056119,-78.49031112,715 WALKER SQ,0,3
38.0424035,-78.49292108,1111 PRESTON AVE,0,3
38.03037224,-78.49135934,710 WALKER SQ,0,2
38.03037224,-78.49135934,710 WALKER SQ,0,2
38.03039397,-78.49207039,770 WALKER SQ,0,2
38.03056119,-78.49031112,715 WALKER SQ,0,1
38.03037224,-78.49135934,710 WALKER SQ,0,1
38.03056119,-78.49031112,715 WALKER SQ,0,1
38.03079435,-78.49179026,765 WALKER SQ,0,2
38.03067743,-78.49106579,745 WALKER SQ,0,1
38.03053972,-78.49022794,705 WALKER SQ,0,1
38.03053972,-78.49022794,705 WALKER SQ,0,1
38.03067743,-78.49106579,745 WALKER SQ,0,1
38.03034428,-78.49187874,740 WALKER SQ,0,1
38.03034428,-78.49187874,740 WALKER SQ,0,1
38.02725668,-78.51519637,108 CLARKE CT,0,1
-90,-152.6442705,820 HIGH ST,0,1
38.03118163,-78.47756661,500 COURT SQ,0,1
38.03118163,-78.47756661,500 COURT SQ,0,1
38.03118163,-78.47756661,500 COURT SQ,0,1
38.02855998,-78.50733111,128 MAYWOOD LN,0,1
38.02835314,-78.51624088,212 MAURY AVE,0,1
38.02855998,-78.50733111,128 MAYWOOD LN,0,1
38.02814779,-78.51623676,210 MAURY AVE,0,1
38.03828103,-78.48678654,800 ROSE HILL DR,0,2
38.04810762,-78.47104383,111 MELBOURNE PARK CIR,0,2
38.0413069,-78.49246572,1019 PRESTON AVE,0,1
38.03596763,-78.47893031,106 PERRY DR,0,1
38.02777107,-78.46271801,407 FAIRWAY AVE,0,1
38.02748004,-78.46185146,320 FAIRWAY AVE,0,2
-90,-152.6442705,261 JEFFERSON ST,0,1
38.02711161,-78.47552037,710 GRAVES ST,0,2
38.02732774,-78.47540427,719 GRAVES ST,0,1
38.03557416,-78.49855307,222 14TH ST,1,3
38.0167308,-78.51341903,114 MONTE VISTA AVE,0,2
38.03065794,-78.50377205,436 BRANDON AVE,0,2
-90,-152.6442705,1304 MARKET ST,0,2
38.04021223,-78.49703755,1410 GRADY AVE,1,2
38.04021223,-78.49703755,1410 GRADY AVE,1,2
38.04135373,-78.49905599,1600 GRADY AVE,0,2
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.04021223,-78.49703755,1410 GRADY AVE,1,2
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.04374004,-78.46900521,609 NORTH AVE,0,1
38.04021223,-78.49703755,1410 GRADY AVE,1,2
38.04139367,-78.49625701,617 MADISON AVE,0,2
38.02646766,-78.51666798,105 LEWIS ST,0,1
38.04122999,-78.49451981,722 MADISON AVE,0,2
38.01833778,-78.48339963,701 ROCKLAND AVE,0,2
38.02827279,-78.51523318,2006 STADIUM RD,0,2
38.06351532,-78.49282284,1924 SWANSON DR,0,1
38.0419798,-78.48792797,1609 MADISON AVE,0,1
38.05988757,-78.49654921,2121 ANGUS RD,0,1
38.0273163,-78.50982992,116 CARROLLTON TER,0,2
38.06066585,-78.49553588,2204 NORTH BERKSHIRE RD,0,1
38.04913133,-78.485356,1320 WELLFORD ST,0,1
38.02885671,-78.51342899,128 HARMON ST,0,1
-90,-152.6442705,408 MARKET ST,0,1
38.03709478,-78.50076152,132 CHANCELLOR ST,0,3
38.0224135,-78.52002177,214 STRIBLING AVE,0,2
38.06059413,-78.49928867,2304 DELLMEAD LN,0,1
38.01825258,-78.51278262,2606 JEFFERSON PARK AVE,0,2
38.04295296,-78.51258256,2114 IVY RD,0,1
38.02875857,-78.48111979,313 2ND ST,0,2
38.04895136,-78.50617755,1982 ARLINGTON BLVD,0,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01788227,-78.49400515,199 BROOKWOOD DR,0,1
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.04398439,-78.4562447,1144 ST CLAIR AVE,0,3
38.01779781,-78.49401749,195 BROOKWOOD DR,0,1
38.03468957,-78.49730203,1215 WERTLAND ST,0,1
38.04487193,-78.50432028,106 UNIVERSITY GDNS,0,1
38.04122188,-78.49453423,720 MADISON AVE,0,2
38.04217018,-78.48881724,1617 MADISON AVE,0,1
38.04207054,-78.48812555,1611 MADISON AVE,0,1
38.04487193,-78.50432028,106 UNIVERSITY GDNS,0,2
38.04122999,-78.49451981,722 MADISON AVE,0,1
-90,-152.6442705,408 MARKET ST,0,1
38.06324759,-78.49538606,2210 SHELBY DR,0,1
38.0273163,-78.50982992,116 CARROLLTON TER,0,1
-90,-152.6442705,408 MARKET ST,0,2
38.04273456,-78.49482558,828 CABELL AVE,0,1
38.04231282,-78.49434068,822 CABELL AVE,0,1
38.04510034,-78.5042435,118 UNIVERSITY GDNS,0,1
-90,-152.6442705,1118 MARKET ST,0,1
38.02800055,-78.51123083,1821 JEFFERSON PARK AVE,0,1
38.02687676,-78.46940083,1140 MARKET ST,0,1
38.02725668,-78.51519637,108 CLARKE CT,0,1
38.02668267,-78.51909211,109 PIEDMONT AVE,0,1
-90,-152.6442705,408 MARKET ST,0,1
38.01996076,-78.47660602,914 MONTROSE AVE,0,1
38.02430471,-78.50419437,1501 BROAD AVE,0,1
38.02408543,-78.51034512,2304 CENTER AVE,0,1
38.02171681,-78.52334542,253 STRIBLING AVE,0,1
38.03761728,-78.49662304,409 13TH ST,0,1
38.03258795,-78.46485387,1402 MOORES ST,0,1
38.03468957,-78.49730203,1215 WERTLAND ST,0,1
38.03018409,-78.47904922,100 4TH ST,0,1
38.03468957,-78.49730203,1215 WERTLAND ST,0,1
38.03468957,-78.49730203,1215 WERTLAND ST,0,3
38.01412656,-78.47977259,1002 ROUGEMONT AVE,0,1
38.01319053,-78.50263553,1135 5TH ST,0,2
38.01313304,-78.50270096,1139 5TH ST,0,1
38.03773375,-78.48513481,708 HENRY AVE,0,1
38.0314068,-78.5040757,411 BRANDON AVE,0,1
38.0314068,-78.5040757,411 BRANDON AVE,0,2
38.0314068,-78.5040757,411 BRANDON AVE,0,1
38.03123093,-78.50409315,413 BRANDON AVE,0,1
38.01496915,-78.47015134,1013 LINDEN AVE,0,1
38.03088049,-78.49388701,858 ESTES ST,0,1
38.01991853,-78.52004214,237 HUNTLEY AVE,0,2
38.04266993,-78.50002042,611 RUGBY RD,1,2
38.02000019,-78.51964131,232 HUNTLEY AVE,0,1
38.03085828,-78.49418742,868 ESTES ST,0,1
38.02011696,-78.51964253,230 HUNTLEY AVE,0,2
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.03353127,-78.47029944,603 LOCUST AVE,0,1
38.05875642,-78.48344446,1628 KEITH VALLEY RD,0,1
38.05723045,-78.48564899,1607 KEITH VALLEY RD,0,3
38.02190817,-78.47312716,1113 MONTICELLO RD,0,2
38.02466807,-78.4794876,623 MONTICELLO AVE,0,1
38.05866218,-78.48422915,1625 KEITH VALLEY RD,0,1
38.05801708,-78.48486124,1615 KEITH VALLEY RD,0,2
38.05723458,-78.4849172,1612 KEITH VALLEY RD,0,1
38.02438534,-78.46381552,102 LEAKE LN,0,1
-90,-152.6442705,604 10 1/2 ST,0,1
38.02202902,-78.48792272,115 LANKFORD AVE,0,1
38.01775971,-78.49402622,193 BROOKWOOD DR,0,1
38.01803288,-78.50243963,829 VILLAGE RD,0,1
38.02655022,-78.45518284,415 RIVERSIDE AVE,0,2
38.0258005,-78.45417601,342 RIVERSIDE AVE,0,1
38.03071254,-78.48226238,108 2ND ST,1,1
38.03176273,-78.47869329,305 JEFFERSON ST,0,1
38.01880734,-78.48627709,1518 ROSA TER,1,3
38.01880734,-78.48627709,1518 ROSA TER,1,3
38.04996486,-78.49320917,1115 HILLTOP RD,0,2
38.01796791,-78.49075325,160 BAYLOR LN,0,1
38.05365687,-78.47216178,105 GROVER CT,0,1
38.05363879,-78.4724291,103 GROVER CT,0,1
38.05643818,-78.48185267,1616 MEADOWBROOK HEIGHTS RD,0,1
38.01908379,-78.48399309,1405 EARLY ST,0,1
38.03442449,-78.47874921,502 2ND ST,0,2
38.03210186,-78.47966846,215 JEFFERSON ST,0,1
38.02937584,-78.47928596,407 WATER ST,0,1
38.03512866,-78.50048098,1515 UNIVERSITY AVE,0,1
38.04326898,-78.4993182,703 RUGBY RD,0,1
38.04320324,-78.49809118,712 RUGBY RD,0,1
38.02648796,-78.46209808,1404 SHORT 18TH ST,0,1
38.01781089,-78.49520815,155 BROOKWOOD DR,0,1
38.04277697,-78.50140016,1817 UNIVERSITY CIR,0,1
38.04309178,-78.49512274,823 CABELL AVE,0,1
38.06642315,-78.47106339,2417 HILLWOOD PL,0,1
38.06650795,-78.47373354,2226 BRANDYWINE DR,0,1
38.01849684,-78.47185779,105 HARTFORD CT,0,1
38.03352594,-78.46280826,808 WARD AVE,0,1
38.01494725,-78.48143804,902 ROUGEMONT AVE,0,1
38.0147346,-78.47891023,308 PALATINE AVE,0,1
38.01446635,-78.48040508,916 ROUGEMONT AVE,1,3
38.02537107,-78.52121743,2507 PLATEAU RD,0,1
38.03490371,-78.4815538,419 ALTAMONT ST,0,1
38.0344255,-78.4806409,11 ALTAMONT CIR,0,2
38.0344255,-78.4806409,11 ALTAMONT CIR,0,2
38.03113084,-78.48181681,111 MAIN ST,0,1
38.04354297,-78.49187262,100 BARBOUR DR,0,1
38.04354297,-78.49187262,100 BARBOUR DR,0,1
38.0394635,-78.49340809,517 11TH ST,0,1
-90,-152.6442705,1520 MARKET ST,0,1
-90,-152.6442705,1520 MARKET ST,0,1
-90,-152.6442705,1520 MARKET ST,0,2
-90,-152.6442705,1520 MARKET ST,0,2
-90,-152.6442705,1522 MARKET ST,0,1
-90,-152.6442705,1522 MARKET ST,0,2
-90,-152.6442705,1522 MARKET ST,0,3
-90,-152.6442705,1522 MARKET ST,0,1
-90,-152.6442705,1522 MARKET ST,0,1
-90,-152.6442705,1522 MARKET ST,0,1
38.04077407,-78.47181732,901 PARK ST,0,2
38.02374651,-78.45547752,298 RIVERSIDE AVE,0,1
38.03487103,-78.47001996,706 ST CHARLES AVE,0,2
38.03977652,-78.49997323,426 17TH ST,0,1
38.04826591,-78.50525543,1928 ARLINGTON BLVD,0,2
38.03977652,-78.49997323,426 17TH ST,0,2
38.05983792,-78.49520499,2114 ANGUS RD,0,1
38.03118163,-78.47756661,500 COURT SQ,0,2
38.03796359,-78.47792841,709 NELSON DR,0,2
38.02753443,-78.4823669,455 2ND ST,0,2
38.02264742,-78.47732495,809 BOLLING AVE,0,2
38.03568286,-78.46580454,818 ST CLAIR AVE,0,2
38.01242019,-78.4821257,1631 MERIDIAN ST,0,2
38.04458346,-78.50460438,83 UNIVERSITY GDNS,0,2
38.05962353,-78.48755858,2025 MICHIE DR,0,2
38.03172035,-78.50702764,102 OAKHURST CIR,0,1
38.0412524,-78.47766915,1701 ALLIED LN,0,2
38.02784974,-78.48587695,208 DICE ST,0,1
-90,-152.6442705,1522 MARKET ST,0,1
-90,-152.6442705,1522 MARKET ST,0,1
38.03118163,-78.47756661,500 COURT SQ,0,1
38.04776426,-78.46091691,1222 HOLMES AVE,0,1
-90,-152.6442705,217 HIGH ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,2
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.02470307,-78.46854185,156 CARLTON RD,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,2
38.03118163,-78.47756661,500 COURT SQ,0,2
38.01264601,-78.50662123,128 LONGWOOD DR,0,1
38.0502875,-78.50829565,2428 ARLINGTON BLVD,0,3
38.03728221,-78.4986796,332 15TH ST,0,3
38.03982133,-78.4574266,1221 SMITH ST,0,3
38.03409488,-78.49938429,1395 MAIN ST,0,1
38.01622393,-78.51207917,2709 JEFFERSON PARK AVE,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,2
38.03492765,-78.49529338,1029 WERTLAND ST,0,1
38.03142565,-78.48837231,603 MAIN ST,0,1
38.03141983,-78.48834953,601 MAIN ST,0,1
38.04253552,-78.4982804,620 PRESTON PL,0,3
38.04255409,-78.4965371,805 CABELL AVE,0,1
38.04225349,-78.50225778,40 UNIVERSITY CIR,0,1
38.02000026,-78.50769177,916 BING LN,0,2
38.04775672,-78.50126905,906 FENDALL TER,0,1
38.03901472,-78.50835005,205 SPRIGG LN,1,3
38.03901472,-78.50835005,205 SPRIGG LN,1,3
38.03901472,-78.50835005,205 SPRIGG LN,1,3
38.03901472,-78.50835005,205 SPRIGG LN,1,3
38.03901472,-78.50835005,205 SPRIGG LN,1,3
38.03901472,-78.50835005,205 SPRIGG LN,1,3
38.02431069,-78.48157024,715 6TH ST,0,2
38.01971723,-78.46623514,1504 MIDLAND ST,0,1
38.04269348,-78.49600964,811 CABELL AVE,0,2
38.01742725,-78.48590128,1606 6TH ST,0,1
38.02548833,-78.47560561,148 GOODMAN ST,0,2
38.01679288,-78.48652058,1600 6TH ST,0,1
38.01679288,-78.48652058,1600 6TH ST,0,1
38.02589889,-78.47777558,703 HINTON AVE,0,2
38.01679288,-78.48652058,1600 6TH ST,0,2
38.01679288,-78.48652058,1600 6TH ST,0,2
-90,-152.6442705,1520 MARKET ST,0,1
-90,-152.6442705,1520 MARKET ST,0,1
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.05533943,-78.49560658,1 MORTON DR,0,1
38.04574088,-78.5039637,136 UNIVERSITY GDNS,0,2
38.0289271,-78.49368847,762 KING ST,0,1
38.0289271,-78.49368847,762 KING ST,0,1
38.0289271,-78.49368847,762 KING ST,0,2
38.0289271,-78.49368847,762 KING ST,0,1
38.0289271,-78.49368847,762 KING ST,0,1
38.0289271,-78.49368847,762 KING ST,0,2
38.03738827,-78.48849085,901 PRESTON AVE,0,1
38.03790416,-78.4906452,946 GRADY AVE,1,3
38.03790416,-78.4906452,946 GRADY AVE,1,3
38.0321832,-78.47854511,310 4TH ST,0,1
38.04076054,-78.47825365,1726 ALLIED ST,0,1
38.04228957,-78.48432814,1111 ROSE HILL DR,0,1
38.02677048,-78.51594063,115 MAURY AVE,0,1
38.04529651,-78.50417456,122 UNIVERSITY GDNS,0,2
38.02408197,-78.47111452,1109 MYRTLE ST,0,1
38.05171089,-78.49977377,1136 EMMET ST,0,1
38.01364017,-78.50136376,1119 5TH ST,0,2
38.02325733,-78.47417094,927 BELMONT AVE,0,1
38.05003599,-78.50391612,975 EMMET ST,0,1
38.0604234,-78.49356537,1807 EMMET ST,0,2
38.02748117,-78.47423845,106 GOODMAN ST,0,1
38.06299933,-78.49296716,1921 SWANSON DR,0,1
38.03411306,-78.49576288,1100 WERTLAND ST,0,1
-90,-152.6442705,250 MAIN ST,0,1
-90,-152.6442705,250 MAIN ST,0,2
38.02606518,-78.51374671,2104 JEFFERSON PARK AVE,0,2
38.02034783,-78.46617666,500 NASSAU ST,1,3
38.02137845,-78.5177936,2418 SUNSET RD,0,1
38.02651261,-78.51478032,2111 JEFFERSON PARK AVE,0,2
38.02651261,-78.51478032,2111 JEFFERSON PARK AVE,0,1
38.02606518,-78.51374671,2104 JEFFERSON PARK AVE,0,2
38.05437253,-78.49984803,2138 BARRACKS RD,0,1
38.0239654,-78.48395414,951 2ND ST,0,2
38.04879076,-78.50509439,1935 ARLINGTON BLVD,1,3
38.04879076,-78.50509439,1935 ARLINGTON BLVD,1,3
38.05275781,-78.49941344,2103 BARRACKS RD,1,2
38.05275781,-78.49941344,2103 BARRACKS RD,1,2
38.05187625,-78.50052576,1133 EMMET ST,1,3
38.05131836,-78.50170734,1044 EMMET ST,0,1
38.03548864,-78.47760942,214 WINE ST,0,1
38.01948839,-78.46547452,706 FRANKLIN ST,0,2
38.03766058,-78.48314061,600 CONCORD AVE,0,1
38.02390514,-78.4840209,981 2ND ST,0,2
38.05138591,-78.50238701,1037 EMMET ST,0,2
38.0289271,-78.49368847,762 KING ST,0,1
38.03492765,-78.49529338,1029 WERTLAND ST,0,2
38.03492765,-78.49529338,1029 WERTLAND ST,0,2
38.03135428,-78.48808778,108 6TH ST,0,1
38.02973078,-78.49347667,744 NALLE ST,0,1
38.02971884,-78.49343676,742 NALLE ST,0,1
38.03028197,-78.49415979,903 NALLE ST,0,1
38.03027374,-78.49413166,901 NALLE ST,0,1
38.02860287,-78.47241836,1015 MARKET ST,0,1
38.06415229,-78.46668253,2300 TARLETON DR,0,2
38.03144324,-78.48844052,609 MAIN ST,0,1
38.03390843,-78.47992233,430 1ST ST,0,1
38.03144912,-78.48846327,611 MAIN ST,0,1
38.01534273,-78.50833929,101 CHRISTA CT,0,3
38.03145501,-78.48848602,613 MAIN ST,0,3
38.03146089,-78.48850878,615 MAIN ST,0,1
38.02939107,-78.46566117,413 MEADE AVE,0,2
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.05010508,-78.50237115,1000 EMMET ST,0,2
38.03423881,-78.49352848,201 HOLLY DR,0,1
38.03423881,-78.49352848,201 HOLLY DR,0,2
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.02703702,-78.50202667,1312 NUNLEY ST,0,2
38.02207866,-78.49607225,784 PROSPECT AVE,0,2
38.01322714,-78.50668131,123 LONGWOOD DR,0,1
38.02187572,-78.4807513,1000 AVON ST,0,1
38.01288471,-78.50643833,124 LONGWOOD DR,0,2
38.04429275,-78.45686462,1010 LOCUST LN,0,2
38.04036324,-78.48474306,1000 ROSE HILL DR,0,1
38.06319071,-78.48851188,190 ZAN RD,1,3
38.02265595,-78.46934087,1307 CARLTON AVE,0,1
38.06566383,-78.48764589,1101 SEMINOLE TRL,1,3
38.06566383,-78.48764589,1101 SEMINOLE TRL,1,3
38.06566383,-78.48764589,1101 SEMINOLE TRL,1,3
38.03195381,-78.4755497,408 7TH ST,0,1
38.06543333,-78.48802068,1149 SEMINOLE TRL,0,1
38.02966042,-78.50478919,583 BRANDON AVE,0,2
38.03103546,-78.48175031,109 MAIN ST,0,1
38.03103546,-78.48175031,109 MAIN ST,0,1
38.0204012,-78.46598058,1500 CARLTON AVE,0,2
38.03103546,-78.48175031,109 MAIN ST,0,1
38.03103546,-78.48175031,109 MAIN ST,0,2
38.0204012,-78.46598058,1500 CARLTON AVE,0,2
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.02328818,-78.49514625,730 PROSPECT AVE,0,1
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.04240866,-78.51487065,2130 IVY RD,0,1
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.01945652,-78.4726392,1400 MONTICELLO RD,1,3
38.02335606,-78.47333853,1000 MONTICELLO RD,0,1
38.02578886,-78.52101557,103 SUMMIT ST,0,3
38.02569649,-78.48815608,528 RIDGE ST,0,1
38.0343032,-78.48181781,411 ALTAMONT ST,0,1
38.03925937,-78.48924848,926 CHARLTON AVE,0,2
